Unnamed: 0,price,mileage,year,previous_owners,doors,seats,fuel_type_Diesel Hybrid,fuel_type_Electric,fuel_type_Petrol,fuel_type_Petrol Hybrid,fuel_type_Petrol Plug-in Hybrid,body_type_Convertible,body_type_Coupe,body_type_Estate,body_type_Hatchback,body_type_MPV,body_type_Minibus,body_type_Pickup,body_type_SUV,body_type_Saloon,gearbox_Manual
1033,9198,78691,2018,2.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1035,10698,22782,2020,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1036,4900,127900,2014,3.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1037,3495,108000,2011,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1038,4990,76649,2010,2.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1039,5995,94000,2015,2.0,3.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1040,2449,79000,2008,2.0,2.0,4.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1041,5200,120000,2015,3.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1042,13990,42817,2019,1.0,5.0,5.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1043,9495,61385,2018,1.0,3.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1044,8990,49000,2011,1.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1045,7795,51082,2017,3.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1046,2950,79000,2011,4.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1047,10698,22782,2020,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1049,10698,22782,2020,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1050,3100,61000,2011,2.0,5.0,5.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1051,6199,30000,2014,1.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1052,3990,138717,2016,3.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1053,5490,52500,2009,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1054,8990,80429,2012,5.0,2.0,4.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1055,3495,109000,2006,2.0,4.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1056,6700,80000,2012,1.0,5.0,6.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1057,2495,60000,2007,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1058,2499,75000,2010,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1059,3800,115000,2007,2.0,4.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1060,1299,87000,2008,5.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1061,19800,69690,2019,1.0,4.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1063,10198,50028,2016,2.0,5.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1064,1389,117000,2005,2.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1065,1895,136331,2005,4.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1066,2275,125200,2006,5.0,5.0,5.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1067,3000,94000,2001,2.0,4.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1068,6700,105000,1999,7.0,2.0,5.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1069,3799,81000,2010,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1070,5995,64992,2015,2.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1071,3400,62000,2016,3.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1072,3499,81000,2011,5.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1073,2750,150662,2009,1.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1074,2495,149000,2010,1.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1075,6900,70189,2016,3.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1077,6900,70189,2016,3.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1078,2240,55000,2014,4.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1079,1950,116700,2010,4.0,5.0,7.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1080,4000,95257,2011,3.0,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1081,2999,106708,2008,5.0,2.0,4.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1082,2100,90207,2009,3.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1083,2499,81585,2009,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1084,1990,115000,2009,5.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1085,4250,91500,2015,3.0,5.0,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1086,4300,81426,2014,6.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1087,5500,76221,2013,3.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1088,2950,105000,2011,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1089,6900,70189,2016,3.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1091,9600,56984,2016,4.0,5.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1092,2995,103000,2013,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1093,5500,65000,2011,2.0,5.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1094,2995,109886,2009,3.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1095,8799,36000,2016,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1096,4200,96000,2017,3.0,5.0,7.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1097,2440,113790,2013,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1098,6995,70752,2010,2.0,3.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1099,5990,69000,2013,2.0,5.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1100,2495,138000,2008,2.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1101,2395,79987,2011,2.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1102,1750,130000,2010,4.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1103,9600,56984,2016,4.0,5.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1105,9600,56984,2016,4.0,5.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1106,3949,95000,2010,2.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1107,1795,70000,2007,2.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1108,5999,82000,2011,4.0,5.0,5.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1109,4995,68157,2010,3.0,4.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1110,13495,58383,2016,2.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1111,2750,137000,2007,1.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1112,5480,52624,2013,1.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1113,9820,31584,2018,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1114,3250,128000,2008,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1115,2495,90000,2003,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1116,999,111400,2007,2.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1117,10000,46923,2017,3.0,3.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1119,19800,69690,2019,1.0,4.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1120,7490,96000,2016,2.0,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1121,3745,81000,2012,2.0,3.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1122,1800,102000,2010,2.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1123,12000,20413,2020,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1124,3495,82000,2007,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1125,6450,95000,2007,2.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1126,4000,89600,2006,5.0,2.0,4.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1127,2200,147601,2005,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1128,5999,112000,2004,5.0,2.0,5.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1129,3495,85000,2009,5.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1130,3495,127000,2015,2.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1131,9600,56984,2016,4.0,5.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1133,10198,50028,2016,2.0,5.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1134,2395,96651,2011,1.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1135,5950,105500,2012,1.0,3.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1136,2495,42000,2008,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1137,3995,105202,2006,8.0,2.0,5.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1138,2145,57000,2004,5.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1139,2500,33000,2005,3.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1140,6699,81000,2015,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1141,2250,100000,2012,4.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1142,14299,50000,2015,2.0,2.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1143,19698,49068,2019,2.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1144,798,140599,2008,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1145,9149,55301,2016,2.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1147,9600,56984,2016,4.0,5.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1148,5300,49400,2010,3.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1149,5995,157000,1992,5.0,2.0,5.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1150,4495,100000,2008,1.0,4.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1151,2900,76438,2010,3.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1152,4100,64800,2009,3.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1153,2399,70791,2006,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1154,2600,189000,2008,5.0,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1155,2995,36878,2006,2.0,5.0,5.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1156,6399,68000,2014,2.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1157,2999,84066,2011,4.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1158,2950,105000,2011,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1159,8975,86500,2017,2.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1161,8975,86500,2017,2.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1162,3850,74000,2009,3.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1163,3250,62000,2007,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1164,2497,118000,2005,2.0,4.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1165,3499,36000,2006,1.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1166,4495,124000,2013,3.0,5.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1167,5500,97000,2015,4.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1168,3800,104000,2006,2.0,2.0,4.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1169,3785,106250,2008,2.0,4.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1170,10799,63000,2016,2.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1171,3999,71000,2011,2.0,5.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1172,999,111400,2007,2.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1173,8975,86500,2017,2.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1175,9149,55301,2016,2.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1176,2100,132000,2006,7.0,3.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1177,2395,96195,2006,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1178,3750,78656,2007,5.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1179,1995,120000,2004,6.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1180,1790,72370,2006,3.0,3.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1181,4950,32331,2014,2.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1182,2495,1110100,2003,4.0,3.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1183,6750,33000,2013,2.0,5.0,5.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1184,4990,114850,2015,1.0,5.0,5.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1185,2500,121480,2007,3.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1186,2799,99061,2011,2.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1187,9149,55301,2016,2.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1189,8975,86500,2017,2.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1190,5500,62037,2014,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1191,2495,45000,2012,4.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1192,2495,64269,2012,2.0,5.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1193,2995,39000,2014,5.0,5.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1194,2499,83000,2005,5.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1195,5495,74653,2015,3.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1196,6740,22116,2015,1.0,3.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1197,4895,106150,2007,2.0,4.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1198,6495,66000,2011,1.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1199,1250,110000,1996,2.0,2.0,5.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1200,3495,127000,2015,2.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1201,15900,62402,2019,1.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1203,8975,86500,2017,2.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1204,3995,75000,2013,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1205,6450,53193,2011,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1206,2695,25240,1997,3.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1207,4000,94000,2007,2.0,5.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1208,1975,111555,2007,4.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1209,5530,58700,2017,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1211,2289,120000,2012,2.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1212,2495,121600,2008,4.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1213,2889,98000,2006,2.0,4.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1214,3495,127000,2015,2.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1215,8975,86500,2017,2.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1217,10198,50028,2016,2.0,5.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1218,2490,77935,2008,4.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1219,2490,84500,2009,2.0,3.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1220,4995,87000,2013,4.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1221,4450,96866,2011,2.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1222,5950,140000,2011,6.0,5.0,5.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1223,5699,58000,2014,2.0,3.0,5.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1224,5490,59858,2012,2.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1225,6599,55000,2015,2.0,3.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1226,5450,75818,2013,4.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1227,3230,90400,2012,1.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1228,1950,93000,2012,4.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1229,10198,50028,2016,2.0,5.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1231,19800,69690,2019,1.0,4.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1232,8490,50000,2014,1.0,5.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1233,6295,82147,2009,2.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1234,4690,30000,2008,1.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1235,5949,145000,2016,3.0,4.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1236,2495,113400,2007,4.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1237,7995,50500,2012,2.0,3.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1238,4950,118000,2010,2.0,5.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1239,2249,125000,2005,3.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1240,7900,113000,2014,3.0,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1241,1975,100570,2005,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1242,2950,79000,2011,4.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1243,19800,69690,2019,1.0,4.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1245,10000,46923,2017,3.0,3.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1246,3495,87738,2006,2.0,5.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1247,3889,74100,2010,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1248,10000,46923,2017,3.0,3.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1249,1480,70000,2004,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1250,3995,90000,2012,4.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1251,7499,55750,2014,2.0,3.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1252,2999,103310,2012,3.0,3.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1253,13999,115000,2013,4.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1254,5000,93000,2014,2.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1255,2395,89701,2009,5.0,3.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1256,798,140599,2008,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1257,10000,46923,2017,3.0,3.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1259,9600,56984,2016,4.0,5.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1260,3395,92132,2010,5.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1261,10000,41579,2016,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1262,3000,89321,2012,4.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1263,1350,126085,2003,6.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1264,4950,88000,2010,2.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1265,3990,91000,2014,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1266,3000,67000,1998,5.0,2.0,4.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1267,3495,107504,2014,3.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1268,4950,104000,2010,1.0,5.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1269,4490,49411,2007,4.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1270,1299,87000,2008,5.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1271,19800,69690,2019,1.0,4.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1273,10198,50028,2016,2.0,5.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1274,3995,72000,2013,3.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1275,7995,51000,2014,1.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1276,2300,49376,2006,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1277,12000,86000,2016,4.0,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1278,3950,125000,2005,2.0,5.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1279,1949,96000,2001,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1280,7200,71026,2012,2.0,2.0,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1281,3495,152544,2014,3.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1282,3675,65000,2013,3.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1283,8198,27649,2019,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1284,2495,149000,2010,1.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1285,10198,50028,2016,2.0,5.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1287,9198,78691,2018,2.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1288,5345,67000,2012,2.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1289,2695,79732,2010,2.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1290,4500,113200,2015,2.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1291,4650,67300,2014,3.0,3.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1292,4495,113000,2010,2.0,5.0,7.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1293,3449,55000,2013,2.0,3.0,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1294,6900,35515,2012,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1295,4000,51100,2014,2.0,3.0,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1296,4950,100000,2012,4.0,5.0,5.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1297,6490,14700,2008,2.0,3.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1298,1299,87000,2008,5.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1299,10000,46923,2017,3.0,3.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1301,10198,50028,2016,2.0,5.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1302,6995,54100,2016,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1303,2795,83655,2012,2.0,3.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1304,3550,74000,2013,3.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1305,3500,78000,2015,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1306,5700,79910,2016,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1307,2950,82471,2011,4.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1308,3295,111695,2011,3.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
