Unnamed: 0,price,mileage,year,previous_owners,doors,seats,fuel_type_Diesel Hybrid,fuel_type_Electric,fuel_type_Petrol,fuel_type_Petrol Hybrid,fuel_type_Petrol Plug-in Hybrid,body_type_Convertible,body_type_Coupe,body_type_Estate,body_type_Hatchback,body_type_MPV,body_type_Minibus,body_type_Pickup,body_type_SUV,body_type_Saloon,gearbox_Manual
2414,4695,82600,2010,3.0,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2415,5777,45000,2015,2.0,5.0,5.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2416,3995,79980,2010,2.0,5.0,7.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2417,7495,29000,2014,2.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2418,1895,87100,2005,5.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2419,2995,81224,2006,2.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2421,3195,28408,2005,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2422,6500,98198,2016,2.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2423,9695,33465,2017,2.0,3.0,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2424,6295,137920,2014,2.0,5.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2425,3495,85489,2009,2.0,3.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2426,2667,88523,2003,2.0,4.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2427,4995,52505,2013,2.0,3.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2428,8700,30666,2018,3.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2429,11480,44006,2015,3.0,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2430,4495,148000,2011,4.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2431,11440,67748,2018,2.0,5.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2432,1895,87100,2005,5.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2433,3195,28408,2005,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2435,7990,80000,2012,2.0,4.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2436,10995,59800,2017,3.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2437,2495,68272,2007,2.0,2.0,4.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2438,5595,51000,2016,4.0,5.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2439,7989,98235,2018,2.0,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2440,8650,100000,2015,2.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2441,5995,94000,2011,4.0,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2442,2995,79011,2007,2.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2443,4550,76680,2010,1.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2445,2995,125000,2008,4.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2446,1895,87100,2005,5.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2447,2995,47988,2009,2.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2449,2995,81224,2006,2.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2450,2495,81025,2009,2.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2451,3995,90851,2011,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2452,16995,66229,2017,1.0,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2453,10750,39406,2017,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2454,5249,65946,2013,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2455,5100,49954,2013,2.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2456,4999,140000,2012,3.0,5.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2457,7777,82000,2015,2.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2458,8500,27500,2016,2.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2459,4500,76988,2011,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2460,1990,120863,2012,2.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2461,2995,81224,2006,2.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2463,3995,87986,2010,2.0,2.0,4.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2464,15500,6,2004,4.0,4.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2465,5595,96541,2009,1.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2466,13998,20194,2020,2.0,5.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2467,10500,82000,2014,2.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2468,6895,82000,2013,3.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2469,2895,98172,2008,3.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2470,6995,140735,2015,2.0,5.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2471,3695,84000,2013,3.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2472,16000,63000,2014,2.0,5.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2473,5750,139225,2012,3.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2474,2395,130100,2001,5.0,4.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2475,10970,91000,2019,1.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2477,2995,81224,2006,2.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2478,3995,15760,1995,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2479,13444,78000,2014,2.0,2.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2480,4950,71898,2014,2.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2481,2995,68000,2008,5.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2482,4000,144000,2012,3.0,5.0,7.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2483,11750,94000,2015,2.0,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2484,6995,84000,2017,2.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2485,4995,106289,2011,1.0,3.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2487,3495,77900,2009,7.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2488,2250,52200,2007,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2489,2995,81224,2006,2.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2491,3495,85489,2009,2.0,3.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2492,5395,50213,2011,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2493,1995,69400,2006,2.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2494,5995,46107,2014,2.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2495,2995,81224,2006,2.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2496,17990,9669,2019,1.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2497,3295,93000,2007,5.0,2.0,2.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2498,8175,60800,2015,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2499,17000,17670,2020,1.0,3.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2500,8290,60000,2017,2.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2501,3895,104000,2013,2.0,5.0,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2502,795,274100,2004,6.0,5.0,5.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2503,3495,85489,2009,2.0,3.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2505,2995,47988,2009,2.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2506,7495,67000,2010,3.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2507,3150,43500,2015,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2508,6990,47000,2012,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2509,3995,102000,2013,2.0,5.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2510,1695,96000,2005,3.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2511,11995,72000,2016,2.0,4.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2512,7637,84800,2016,2.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2513,7490,82250,2014,2.0,3.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2514,5495,48000,2016,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2515,7295,51733,2014,3.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2516,2250,52200,2007,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2517,2995,47988,2009,2.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2519,4990,67000,2014,2.0,3.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2520,9949,74854,2014,2.0,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2521,1650,102000,2008,3.0,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2593,3500,67995,2008,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2594,5234,56883,2011,3.0,3.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2595,8099,58214,2014,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2596,2395,92000,2006,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2597,10195,60650,2019,1.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2598,8079,55390,2017,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2599,3295,116000,2014,2.0,3.0,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2600,2250,52200,2007,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2601,3495,85489,2009,2.0,3.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2603,4990,67000,2014,2.0,3.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2604,14695,54000,2019,1.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2605,6490,93000,2014,3.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2606,8495,72000,2014,2.0,5.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2607,12950,77600,2014,4.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2608,18750,12875,2022,2.0,5.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2609,5395,60582,2012,2.0,5.0,7.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2610,5500,118000,2010,4.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2611,2495,83000,2014,1.0,5.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2612,2875,143000,2007,5.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2613,10995,72894,2012,2.0,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2614,2490,42800,2007,2.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2615,4990,67000,2014,2.0,3.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2617,7990,80000,2012,2.0,4.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2618,9495,55000,2012,1.0,5.0,7.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2619,2499,79972,2006,1.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2620,3550,95200,2006,5.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2621,7547,122000,2012,3.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2622,8990,46284,2014,2.0,2.0,4.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2623,2950,59000,2012,2.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2624,9490,32000,2011,2.0,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2625,5995,77570,2014,4.0,3.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2626,4495,81222,2011,2.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2627,5695,108582,2011,2.0,3.0,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2628,1499,113187,2008,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2629,7990,80000,2012,2.0,4.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2631,2995,81224,2006,2.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2632,3995,45000,2014,2.0,5.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2633,2395,85693,2008,2.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2634,8990,50000,2011,5.0,2.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2635,3290,139142,2007,5.0,5.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2636,6495,53000,2014,2.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2637,2495,85556,2011,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2638,6250,83650,2015,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2639,9800,67000,2011,5.0,4.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2640,3695,113000,2009,4.0,3.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2641,14900,94000,2018,2.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2642,2395,130100,2001,5.0,4.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2643,4990,67000,2014,2.0,3.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2645,10970,91000,2019,1.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2646,10975,37334,2015,2.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2647,7390,46760,2014,2.0,5.0,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2648,5990,96600,2016,2.0,5.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2649,3999,132000,2007,2.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2650,1895,75290,2006,2.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2651,3300,89390,2014,4.0,3.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2652,3950,90000,2013,4.0,5.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2653,8595,93000,2015,2.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2654,5195,46000,2010,2.0,3.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2655,6150,65414,2014,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2656,995,144100,2007,4.0,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2657,10970,91000,2019,1.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2659,2995,61038,2007,2.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2660,4295,94000,2014,2.0,5.0,5.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2661,6970,49485,2017,2.0,3.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2662,6950,64818,2016,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2663,7470,58277,2014,2.0,5.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2664,7495,73000,2012,2.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2665,5950,71000,2013,2.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2666,15990,40800,2021,1.0,5.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2667,4670,74717,2012,5.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2668,8950,66000,2012,2.0,5.0,5.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2669,6750,54500,2012,2.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2670,2500,136842,2014,1.0,5.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2671,2995,61038,2007,2.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2673,7990,80000,2012,2.0,4.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2674,4450,135000,2004,1.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2675,9490,51000,2012,2.0,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2676,3995,83000,2011,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2677,6495,87000,2013,5.0,5.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2678,7250,106000,2012,5.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2679,1700,94000,2009,3.0,5.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2680,9850,90000,2014,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2681,3995,119000,2015,2.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2682,7350,39488,2013,2.0,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2683,10495,70950,2013,2.0,2.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2684,1990,120863,2012,2.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2685,7990,80000,2012,2.0,4.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2687,3195,28408,2005,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2688,7000,55000,2014,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2689,9850,83000,2013,2.0,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2690,8500,111000,2015,3.0,2.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2691,7760,58000,2013,2.0,3.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2692,11995,79000,2020,1.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2693,1895,77000,2002,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2694,6990,41163,2014,2.0,5.0,7.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2695,9499,30106,2017,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2696,1995,84641,2006,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2697,15995,60000,2020,1.0,5.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2698,1990,120863,2012,2.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2699,3195,28408,2005,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2701,4990,67000,2014,2.0,3.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2702,5940,59623,2014,2.0,3.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2703,3795,64715,2008,2.0,5.0,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2704,3995,54442,2009,1.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2705,3795,64000,2002,2.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2706,7149,22000,2014,2.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2707,2890,63000,2003,2.0,2.0,4.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2708,5495,177000,2010,4.0,2.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2709,4650,66018,2012,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2710,13993,80000,2013,4.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2711,9750,80000,2016,2.0,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2712,1895,87100,2005,5.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2713,2995,61038,2007,2.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2715,3195,28408,2005,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2716,11995,78000,2019,1.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2717,14975,10067,2020,1.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2718,6000,68000,2015,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2719,24770,16864,2021,1.0,4.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2720,5190,80786,2010,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2721,10000,41085,2017,2.0,3.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2722,2495,77000,2010,2.0,5.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2723,4725,106408,2012,2.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2724,6949,34960,2015,1.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2725,4195,121000,2001,1.0,2.0,4.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2726,2490,42800,2007,2.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2727,3995,87986,2010,2.0,2.0,4.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2729,3195,28408,2005,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2730,7988,35912,2017,2.0,3.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2731,13899,13865,2021,2.0,5.0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2732,7499,59300,2016,3.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2733,3950,100200,2007,4.0,4.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2734,13995,52000,2018,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2735,4995,197790,2013,4.0,5.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2736,10000,90000,2007,3.0,2.0,4.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2737,3795,62500,2007,1.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2738,7950,89484,2012,5.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2740,1895,87100,2005,5.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2741,3195,28408,2005,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2743,4990,67000,2014,2.0,3.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2744,16880,64806,2016,2.0,2.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2745,7995,41000,2012,2.0,5.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2746,14450,18150,2020,2.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2747,6995,93500,2014,2.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2748,5495,68000,2013,2.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2749,8195,74670,2017,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2751,6319,121709,2014,3.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2752,5999,52180,2018,1.0,5.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2753,12790,50000,2018,2.0,5.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2754,1895,87100,2005,5.0,3.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2755,3995,87986,2010,2.0,2.0,4.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2757,3195,28408,2005,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2758,3750,71700,2012,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2759,7489,60000,2012,2.0,3.0,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2760,1600,94835,2002,3.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2761,1795,66790,2013,2.0,5.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2762,6940,64548,2015,2.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2763,6399,92016,2014,4.0,5.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
